Berichtsjahr,Berichtsmonat,Segment,Marke,Modellreihe,Anzahl,Diesel,Hybrid,Benzin-Hybrid,Diesel-Hybrid,Hybrid (ohne Plug-in),Benzin-Hybrid (ohne Plug-in),Diesel-Hybrid (ohne Plug-in),Plug-in-Hybrid,Benzin-Plug-in-Hybrid,Diesel-Plug-in-Hybrid,Elektro (BEV),Allradantrieb,offener Aufbau,gewerblich,ObjectId
2020,August,GELÄNDEWAGEN,HYUNDAI,SANTA FE,254,251000.0,,,,,,,,,,,222000.0,,149000.0,741092
2020,August,GELÄNDEWAGEN,JAGUAR,E-PACE,107,65000.0,,,,,,,,,,,105000.0,,45000.0,741093
2020,August,GELÄNDEWAGEN,JAGUAR,F-PACE,61,47000.0,,,,,,,,,,,55000.0,,35000.0,741094
2020,August,GELÄNDEWAGEN,JEEP,CHEROKEE,84,76000.0,,,,,,,,,,,55000.0,,77000.0,741095
2020,August,GELÄNDEWAGEN,JEEP,COMPASS,722,208000.0,91000.0,91000.0,,,,,91000.0,91000.0,,,663000.0,,600000.0,741096
2020,August,GELÄNDEWAGEN,JEEP,GRAND CHEROKEE,578,514000.0,,,,,,,,,,,578000.0,,524000.0,741097
2020,August,GELÄNDEWAGEN,JEEP,RENEGADE,387,64000.0,113000.0,113000.0,,,,,113000.0,113000.0,,,224000.0,,236000.0,741098
2020,August,GELÄNDEWAGEN,JEEP,WRANGLER,228,135000.0,,,,,,,,,,,228000.0,2000.0,164000.0,741099
2020,August,GELÄNDEWAGEN,KIA,SORENTO,165,163000.0,2000.0,2000.0,,2000.0,2000.0,,,,,,163000.0,,63000.0,741100
2020,August,GELÄNDEWAGEN,LAND ROVER,DEFENDER,148,115000.0,32000.0,32000.0,,32000.0,32000.0,,,,,,148000.0,,109000.0,741101
2020,August,GELÄNDEWAGEN,LAND ROVER,DISCOVERY,23,23000.0,,,,,,,,,,,23000.0,,15000.0,741102
2020,August,GELÄNDEWAGEN,LAND ROVER,DISCOVERY SPORT,90,16000.0,74000.0,15000.0,59000.0,74000.0,15000.0,59000.0,,,,,88000.0,,51000.0,741103
2020,August,GELÄNDEWAGEN,LAND ROVER,RANGE ROVER,42,23000.0,11000.0,11000.0,,1000.0,1000.0,,10000.0,10000.0,,,42000.0,,38000.0,741104
2020,August,GELÄNDEWAGEN,LAND ROVER,RANGE ROVER EVOQUE,159,12000.0,147000.0,31000.0,116000.0,147000.0,31000.0,116000.0,,,,,148000.0,,89000.0,741105
2020,August,GELÄNDEWAGEN,LAND ROVER,RANGE ROVER SPORT,121,41000.0,32000.0,32000.0,,4000.0,4000.0,,28000.0,28000.0,,,121000.0,,96000.0,741106
2020,August,GELÄNDEWAGEN,LAND ROVER,RANGE ROVER VELAR,118,94000.0,,,,,,,,,,,118000.0,,62000.0,741107
2020,August,GELÄNDEWAGEN,MERCEDES,G-KLASSE,510,220000.0,,,,,,,,,,,509000.0,,377000.0,741108
2020,August,GELÄNDEWAGEN,MERCEDES,"GL-KLASSE, GLS",105,96000.0,9000.0,9000.0,,9000.0,9000.0,,,,,,105000.0,,92000.0,741109
2020,August,GELÄNDEWAGEN,MERCEDES,"ML-KLASSE, GLE",839,541000.0,297000.0,197000.0,100000.0,197000.0,197000.0,,100000.0,,100000.0,,839000.0,,672000.0,741110
2020,August,GELÄNDEWAGEN,NISSAN,X-TRAIL,375,172000.0,,,,,,,,,,,114000.0,,248000.0,741111
2020,August,GELÄNDEWAGEN,PORSCHE,CAYENNE,465,,189000.0,189000.0,,,,,189000.0,189000.0,,,465000.0,,380000.0,741112
2020,August,GELÄNDEWAGEN,PORSCHE,MACAN,184,,,,,,,,,,,,184000.0,,114000.0,741113
2020,August,GELÄNDEWAGEN,SKODA,KODIAQ,2035,1550000.0,,,,,,,,,,,1485000.0,,1447000.0,741114
2020,August,GELÄNDEWAGEN,SSANGYONG,REXTON,7,7000.0,,,,,,,,,,,7000.0,,6000.0,741115
2020,August,GELÄNDEWAGEN,SUBARU,FORESTER,184,,176000.0,176000.0,,176000.0,176000.0,,,,,,184000.0,,60000.0,741116
2020,August,GELÄNDEWAGEN,SUZUKI,JIMNY,255,,,,,,,,,,,,254000.0,,93000.0,741117
2020,August,GELÄNDEWAGEN,TOYOTA,LANDCRUISER,92,92000.0,,,,,,,,,,,92000.0,,57000.0,741118
2020,August,GELÄNDEWAGEN,VOLVO,XC40,883,252000.0,401000.0,401000.0,,94000.0,94000.0,,307000.0,307000.0,,,191000.0,,612000.0,741119
2020,August,GELÄNDEWAGEN,VOLVO,XC60,821,277000.0,466000.0,229000.0,237000.0,288000.0,51000.0,237000.0,178000.0,178000.0,,,452000.0,,641000.0,741120
2020,August,GELÄNDEWAGEN,VOLVO,XC90,201,2000.0,199000.0,108000.0,91000.0,112000.0,21000.0,91000.0,87000.0,87000.0,,,201000.0,,166000.0,741121
2020,August,GELÄNDEWAGEN,VW,TIGUAN,4453,1985000.0,12000.0,12000.0,,,,,12000.0,12000.0,,,2429000.0,,2746000.0,741122
2020,August,GELÄNDEWAGEN,VW,TOUAREG,270,257000.0,4000.0,4000.0,,,,,4000.0,4000.0,,,270000.0,,223000.0,741123
2020,August,SPORTWAGEN,ALPINE,A110,18,,,,,,,,,,,,,,8000.0,741124
2020,August,SPORTWAGEN,ASTON MARTIN,DB11,23,,,,,,,,,,,,,11000.0,16000.0,741125
2020,August,SPORTWAGEN,ASTON MARTIN,V8,6,,,,,,,,,,,,,,4000.0,741126
2020,August,SPORTWAGEN,AUDI,R8,49,,,,,,,,,,,,36000.0,31000.0,26000.0,741127
2020,August,SPORTWAGEN,AUDI,TT,346,,,,,,,,,,,,162000.0,129000.0,128000.0,741128
2020,August,SPORTWAGEN,BMW,I8,25,,25000.0,25000.0,,,,,25000.0,25000.0,,,25000.0,12000.0,19000.0,741129
2020,August,SPORTWAGEN,BMW,Z4,419,,,,,,,,,,,,,419000.0,212000.0,741130
2020,August,SPORTWAGEN,FERRARI,488,31,,,,,,,,,,,,,13000.0,12000.0,741131
2020,August,SPORTWAGEN,FERRARI,F8,30,,,,,,,,,,,,,6000.0,16000.0,741132
2020,August,SPORTWAGEN,FERRARI,PORTOFINO,17,,,,,,,,,,,,,17000.0,5000.0,741133
2020,August,SPORTWAGEN,FORD,MUSTANG,295,,,,,,,,,,,,,91000.0,113000.0,741134
2020,August,SPORTWAGEN,JAGUAR,F-TYPE,39,,,,,,,,,,,,9000.0,16000.0,16000.0,741135
2020,August,SPORTWAGEN,LAMBORGHINI,AVENTADOR,55,,,,,,,,,,,,44000.0,12000.0,42000.0,741136
2020,August,SPORTWAGEN,LEXUS,LC,5,,1000.0,1000.0,,1000.0,1000.0,,,,,,,,4000.0,741137
2020,August,SPORTWAGEN,LOTUS,ELISE,19,,,,,,,,,,,,,19000.0,8000.0,741138
2020,August,SPORTWAGEN,LOTUS,EXIGE,7,,,,,,,,,,,,,,3000.0,741139
2020,August,SPORTWAGEN,MASERATI,GRANTURISMO,36,,,,,,,,,,,,,9000.0,35000.0,741140
2020,August,SPORTWAGEN,MERCEDES,AMG GT,142,,50000.0,50000.0,,49000.0,49000.0,,1000.0,1000.0,,,68000.0,28000.0,107000.0,741141
2020,August,SPORTWAGEN,MERCEDES,E-KLASSE COUPE,157,40000.0,109000.0,108000.0,1000.0,109000.0,108000.0,1000.0,,,,,48000.0,64000.0,118000.0,741142
2020,August,SPORTWAGEN,MERCEDES,SL,24,,,,,,,,,,,,,24000.0,16000.0,741143
2020,August,SPORTWAGEN,MERCEDES,"SLK, SLC",9,,,,,,,,,,,,,9000.0,5000.0,741144
2020,August,SPORTWAGEN,NISSAN,370Z,12,,,,,,,,,,,,,5000.0,4000.0,741145
2020,August,SPORTWAGEN,NISSAN,GT-R,8,,,,,,,,,,,,8000.0,,7000.0,741146
2020,August,SPORTWAGEN,PORSCHE,911,488,,,,,,,,,,,,262000.0,244000.0,332000.0,741147
2020,August,SPORTWAGEN,PORSCHE,BOXSTER,129,,,,,,,,,,,,,129000.0,60000.0,741148
2020,August,SPORTWAGEN,PORSCHE,CAYMAN,105,,,,,,,,,,,,,,60000.0,741149
2020,August,SPORTWAGEN,SUBARU,BRZ,10,,,,,,,,,,,,,,7000.0,741150
2020,August,SPORTWAGEN,TOYOTA,GT 86,20,,,,,,,,,,,,,,7000.0,741151
2020,August,SPORTWAGEN,TOYOTA,SUPRA,27,,,,,,,,,,,,,,17000.0,741152
2020,August,MINI-VANS,DACIA,LODGY,267,49000.0,,,,,,,,,,,,,57000.0,741153
2020,August,MINI-VANS,FORD,C-MAX,13,13000.0,,,,,,,,,,,,,13000.0,741154
2020,August,MINI-VANS,KIA,SOUL,292,,,,,,,,,,,292000.0,,,122000.0,741155
2020,August,MINI-VANS,MERCEDES,B-KLASSE,2042,634000.0,202000.0,202000.0,,,,,202000.0,202000.0,,,174000.0,,794000.0,741156
2020,August,MINI-VANS,PEUGEOT,3008,478,220000.0,114000.0,114000.0,,,,,114000.0,114000.0,,,62000.0,,301000.0,741157
2020,August,MINI-VANS,RENAULT,SCENIC,360,143000.0,,,,,,,,,,,,,244000.0,741158
2020,August,GROSSRAUM-VANS,FORD,GALAXY,310,243000.0,,,,,,,,,,,16000.0,,280000.0,741159
2020,August,GROSSRAUM-VANS,FORD,S-MAX,797,747000.0,,,,,,,,,,,48000.0,,700000.0,741160
2020,August,GROSSRAUM-VANS,MERCEDES,V-KLASSE,1755,1732000.0,,,,,,,,,,23000.0,641000.0,,1276000.0,741161
2020,August,GROSSRAUM-VANS,PEUGEOT,5008,242,108000.0,,,,,,,,,,,,,189000.0,741162
2020,August,GROSSRAUM-VANS,RENAULT,ESPACE,27,19000.0,,,,,,,,,,,,,20000.0,741163
2020,August,GROSSRAUM-VANS,SEAT,ALHAMBRA,648,525000.0,,,,,,,,,,,62000.0,,464000.0,741164
2020,August,GROSSRAUM-VANS,TOYOTA,PRIUS PLUS,97,,97000.0,97000.0,,97000.0,97000.0,,,,,,,,85000.0,741165
2020,August,GROSSRAUM-VANS,VW,SHARAN,496,346000.0,,,,,,,,,,,41000.0,,453000.0,741166
2020,August,GROSSRAUM-VANS,VW,TOURAN,1869,1086000.0,,,,,,,,,,,,,1559000.0,741167
2020,August,UTILITIES,CITROEN,BERLINGO,923,578000.0,,,,,,,,,,,,,481000.0,741168
2020,August,UTILITIES,CITROEN,JUMPER,37,37000.0,,,,,,,,,,,,,15000.0,741169
2020,August,UTILITIES,CITROEN,JUMPY,240,240000.0,,,,,,,,,,,,,123000.0,741170
2020,August,UTILITIES,DACIA,DOKKER,600,170000.0,,,,,,,,,,,,,99000.0,741171
2020,August,UTILITIES,FIAT,DUCATO,109,108000.0,,,,,,,,,,,2000.0,1000.0,43000.0,741172
2020,August,UTILITIES,FIAT,TALENTO,82,82000.0,,,,,,,,,,,,,59000.0,741173
2020,August,UTILITIES,FORD,TRANSIT CONNECT,439,438000.0,,,,,,,,,,,,,376000.0,741174
2020,August,UTILITIES,FORD,TRANSIT COURIER,160,154000.0,,,,,,,,,,,,,133000.0,741175
2020,August,UTILITIES,FORD,"TRANSIT, TOURNEO",1877,1805000.0,72000.0,13000.0,59000.0,59000.0,,59000.0,13000.0,13000.0,,,1000.0,,1703000.0,741176
2020,August,UTILITIES,HYUNDAI,H-1 STAREX,53,53000.0,,,,,,,,,,,,,31000.0,741177
2020,August,UTILITIES,IVECO,DAILY,5,5000.0,,,,,,,,,,,,,1000.0,741178
2020,August,UTILITIES,MAN,TGE,5,5000.0,,,,,,,,,,,1000.0,,2000.0,741179
2020,August,UTILITIES,MERCEDES,CITAN,513,513000.0,,,,,,,,,,,,,237000.0,741180
2020,August,UTILITIES,MERCEDES,SPRINTER,255,255000.0,,,,,,,,,,,10000.0,,230000.0,741181
2020,August,UTILITIES,MERCEDES,VITO,826,823000.0,,,,,,,,,,3000.0,123000.0,,644000.0,741182
2020,August,UTILITIES,NISSAN,NV200,36,,,,,,,,,,,36000.0,,,29000.0,741183
2020,August,UTILITIES,NISSAN,NV300,58,58000.0,,,,,,,,,,,,,40000.0,741184
2020,August,UTILITIES,NISSAN,NV400,6,6000.0,,,,,,,,,,,,,6000.0,741185
2020,August,UTILITIES,OPEL,COMBO,345,178000.0,,,,,,,,,,,,,262000.0,741186
2020,August,UTILITIES,OPEL,MOVANO,38,38000.0,,,,,,,,,,,,,35000.0,741187
2020,August,UTILITIES,OPEL,ZAFIRA LIFE,277,271000.0,,,,,,,,,,6000.0,,,187000.0,741188
2020,August,UTILITIES,PEUGEOT,BOXER,16,16000.0,,,,,,,,,,,,,15000.0,741189
2020,August,UTILITIES,PEUGEOT,EXPERT,183,183000.0,,,,,,,,,,,,,119000.0,741190
2020,August,UTILITIES,PEUGEOT,RIFTER,335,261000.0,,,,,,,,,,,,,201000.0,741191
2020,August,UTILITIES,RENAULT,KANGOO,66,66000.0,,,,,,,,,,,,,48000.0,741192
2020,August,UTILITIES,RENAULT,MASTER,22,22000.0,,,,,,,,,,,,,19000.0,741193
2020,August,UTILITIES,RENAULT,TRAFIC,94,94000.0,,,,,,,,,,,,,66000.0,741194
2020,August,UTILITIES,TOYOTA,PROACE,396,260000.0,,,,,,,,,,,,,203000.0,741195
2020,August,UTILITIES,VW,CADDY,2391,1395000.0,,,,,,,,,,1000.0,158000.0,,1753000.0,741196
2020,August,UTILITIES,VW,CRAFTER,79,77000.0,,,,,,,,,,2000.0,10000.0,,75000.0,741197
2020,August,UTILITIES,VW,TRANSPORTER,1832,1824000.0,,,,,,,,,,8000.0,467000.0,,1510000.0,741198
2020,August,WOHNMOBILE,CITROEN,BERLINGO,2,,,,,,,,,,,,,,,741199
2020,August,WOHNMOBILE,CITROEN,JUMPER,778,768000.0,,,,,,,,,,,6000.0,,86000.0,741200
2020,August,WOHNMOBILE,CITROEN,JUMPY,77,77000.0,,,,,,,,,,,,,6000.0,741201
2020,August,WOHNMOBILE,DACIA,DOKKER,1,1000.0,,,,,,,,,,,,,,741202
2020,August,WOHNMOBILE,FIAT,DUCATO,4386,4374000.0,,,,,,,,,,,36000.0,,542000.0,741203
2020,August,WOHNMOBILE,FORD,"TRANSIT, TOURNEO",326,317000.0,,,,,,,,,,,18000.0,,48000.0,741204
2020,August,WOHNMOBILE,IVECO,DAILY,91,91000.0,,,,,,,,,,,2000.0,,18000.0,741205
2020,August,WOHNMOBILE,MAN,TGE,16,16000.0,,,,,,,,,,,11000.0,,5000.0,741206
2020,August,WOHNMOBILE,MERCEDES,SPRINTER,371,371000.0,,,,,,,,,,,68000.0,,46000.0,741207
2020,August,WOHNMOBILE,MERCEDES,V-KLASSE,147,147000.0,,,,,,,,,,,75000.0,,77000.0,741208
2020,August,WOHNMOBILE,MERCEDES,VITO,2,2000.0,,,,,,,,,,,1000.0,,,741209
2020,August,WOHNMOBILE,NISSAN,NV300,3,3000.0,,,,,,,,,,,,,1000.0,741210
2020,August,WOHNMOBILE,OPEL,ZAFIRA LIFE,38,38000.0,,,,,,,,,,,,,9000.0,741211
2020,August,WOHNMOBILE,PEUGEOT,BOXER,360,360000.0,,,,,,,,,,,5000.0,,53000.0,741212
2020,August,WOHNMOBILE,RENAULT,MASTER,12,12000.0,,,,,,,,,,,,,,741213
2020,August,WOHNMOBILE,RENAULT,TRAFIC,12,12000.0,,,,,,,,,,,,,5000.0,741214
2020,August,WOHNMOBILE,TOYOTA,LANDCRUISER,1,,,,,,,,,,,,1000.0,,,741215
2020,August,WOHNMOBILE,TOYOTA,PROACE,1,1000.0,,,,,,,,,,,,,,741216
2020,August,WOHNMOBILE,VW,CRAFTER,106,106000.0,,,,,,,,,,,8000.0,,38000.0,741217
2020,August,WOHNMOBILE,VW,TRANSPORTER,452,452000.0,,,,,,,,,,,163000.0,,165000.0,741218
2020,August,SONSTIGE,AUDI,SONSTIGE,21,,,,,,,,,,,1000.0,21000.0,,21000.0,741219
2020,August,SONSTIGE,BMW,SONSTIGE,41,19000.0,,,,,,,,,,,37000.0,1000.0,33000.0,741220
2020,August,SONSTIGE,FERRARI,SONSTIGE,48,,,,,,,,,,,,,18000.0,20000.0,741221
2020,August,SONSTIGE,FORD,SONSTIGE,12,7000.0,,,,,,,,,,1000.0,2000.0,,10000.0,741222
2020,August,SONSTIGE,HYUNDAI,SONSTIGE,20,2000.0,2000.0,2000.0,,2000.0,2000.0,,,,,2000.0,5000.0,,19000.0,741223
2020,August,SONSTIGE,LADA,SONSTIGE,25,,,,,,,,,,,,25000.0,,22000.0,741224
2020,August,SONSTIGE,PORSCHE,SONSTIGE,17,,1000.0,1000.0,,,,,1000.0,1000.0,,,8000.0,4000.0,17000.0,741225
2020,August,SONSTIGE,SONSTIGE,SONSTIGE,1122,245000.0,153000.0,97000.0,56000.0,78000.0,45000.0,33000.0,75000.0,52000.0,23000.0,234000.0,420000.0,39000.0,833000.0,741226
2020,August,SONSTIGE,VW,SONSTIGE,115,21000.0,1000.0,1000.0,,,,,1000.0,1000.0,,52000.0,39000.0,,103000.0,741227
2020,September,MINIS,CITROEN,C-ZERO,6,,,,,,,,,,,6000.0,,,4000.0,741228
2020,September,MINIS,CITROEN,C1,398,,,,,,,,,,,,,,242000.0,741229
2020,September,MINIS,FIAT,500,4585,189000.0,2590000.0,2590000.0,,2590000.0,2590000.0,,,,,,,,3833000.0,741230
2020,September,MINIS,FIAT,PANDA,613,,141000.0,141000.0,,141000.0,141000.0,,,,,,99000.0,,419000.0,741231
2020,September,MINIS,HYUNDAI,I 10,1148,,,,,,,,,,,,,,627000.0,741232
2020,September,MINIS,KIA,PICANTO,830,,,,,,,,,,,,1000.0,,538000.0,741233
2020,September,MINIS,PEUGEOT,108,706,,,,,,,,,,,,,,165000.0,741234
2020,September,MINIS,PEUGEOT,ION,20,,,,,,,,,,,20000.0,,,8000.0,741235
2020,September,MINIS,RENAULT,TWINGO,1557,,,,,,,,,,,,,,920000.0,741236
2020,September,MINIS,SEAT,MII,184,,,,,,,,,,,184000.0,,,83000.0,741237
2020,September,MINIS,SKODA,CITIGO,669,,,,,,,,,,,669000.0,,,141000.0,741238
2020,September,MINIS,SMART,FORTWO,1229,,,,,,,,,,,1228000.0,,396000.0,660000.0,741239
2020,September,MINIS,TOYOTA,AYGO,1637,,,,,,,,,,,,,,1128000.0,741240
2020,September,MINIS,VW,UP,2275,,,,,,,,,,,909000.0,,,1398000.0,741241
2020,September,KLEINWAGEN,AUDI,"A1, S1",807,,,,,,,,,,,9000.0,5000.0,,456000.0,741242
2020,September,KLEINWAGEN,BMW,I3,967,,,,,,,,,,,967000.0,,,468000.0,741243
2020,September,KLEINWAGEN,CITROEN,C3,1312,145000.0,,,,,,,,,,,,,930000.0,741244
2020,September,KLEINWAGEN,DS,DS3,23,,,,,,,,,,,9000.0,,,10000.0,741245
2020,September,KLEINWAGEN,FORD,FIESTA,2954,266000.0,404000.0,404000.0,,404000.0,404000.0,,,,,,,,1887000.0,741246
2020,September,KLEINWAGEN,FORD,PUMA,2295,42000.0,1575000.0,1575000.0,,1575000.0,1575000.0,,,,,,,,1311000.0,741247
2020,September,KLEINWAGEN,HONDA,E,144,,,,,,,,,,,144000.0,,,46000.0,741248
2020,September,KLEINWAGEN,HONDA,JAZZ,467,,465000.0,465000.0,,465000.0,465000.0,,,,,,,,160000.0,741249
2020,September,KLEINWAGEN,HYUNDAI,I 20,3090,,,,,,,,,,,,1000.0,,1803000.0,741250
2020,September,KLEINWAGEN,KIA,RIO,412,,77000.0,77000.0,,77000.0,77000.0,,,,,,,,243000.0,741251
2020,September,KLEINWAGEN,MAZDA,2,555,,489000.0,489000.0,,489000.0,489000.0,,,,,,,,203000.0,741252
2020,September,KLEINWAGEN,MINI,MINI,4780,283000.0,458000.0,458000.0,,,,,458000.0,458000.0,,388000.0,767000.0,895000.0,2296000.0,741253
2020,September,KLEINWAGEN,MITSUBISHI,"MIRAGE, SPACE STAR",1536,,,,,,,,,,,,,,283000.0,741254
2020,September,KLEINWAGEN,NISSAN,JUKE,837,1000.0,,,,,,,,,,,,,377000.0,741255
2020,September,KLEINWAGEN,NISSAN,MICRA,440,,,,,,,,,,,,,,284000.0,741256
2020,September,KLEINWAGEN,OPEL,CORSA,6146,135000.0,,,,,,,,,,834000.0,,,4605000.0,741257
2020,September,KLEINWAGEN,PEUGEOT,208,1279,123000.0,,,,,,,,,,270000.0,,,591000.0,741258
2020,September,KLEINWAGEN,RENAULT,CLIO,2018,137000.0,73000.0,73000.0,,73000.0,73000.0,,,,,,,,1573000.0,741259
2020,September,KLEINWAGEN,RENAULT,ZOE,3603,,,,,,,,,,,3603000.0,,,1525000.0,741260
2020,September,KLEINWAGEN,SEAT,IBIZA,1161,30000.0,,,,,,,,,,,,,478000.0,741261
2020,September,KLEINWAGEN,SKODA,FABIA,2234,,,,,,,,,,,,,,1517000.0,741262
2020,September,KLEINWAGEN,SMART,FORFOUR,432,,,,,,,,,,,432000.0,,,188000.0,741263
2020,September,KLEINWAGEN,SUZUKI,IGNIS,969,,949000.0,949000.0,,949000.0,949000.0,,,,,,388000.0,,480000.0,741264
2020,September,KLEINWAGEN,SUZUKI,SWIFT,777,,755000.0,755000.0,,755000.0,755000.0,,,,,,177000.0,,496000.0,741265
2020,September,KLEINWAGEN,TOYOTA,YARIS,2328,,860000.0,860000.0,,859000.0,859000.0,,1000.0,1000.0,,,1000.0,,1370000.0,741266
2020,September,KLEINWAGEN,VW,POLO,2907,219000.0,,,,,,,,,,,,,1584000.0,741267
2020,September,KOMPAKTKLASSE,ALFA ROMEO,ALFA GIULIETTA,90,12000.0,,,,,,,,,,,,,49000.0,741268
2020,September,KOMPAKTKLASSE,AUDI,"A3, S3, RS3",2097,548000.0,791000.0,791000.0,,467000.0,467000.0,,324000.0,324000.0,,,259000.0,132000.0,1533000.0,741269
2020,September,KOMPAKTKLASSE,BMW,1ER,3033,506000.0,,,,,,,,,,,370000.0,,1550000.0,741270
2020,September,KOMPAKTKLASSE,BMW,2ER,2800,514000.0,278000.0,278000.0,,,,,278000.0,278000.0,,,600000.0,292000.0,1973000.0,741271
2020,September,KOMPAKTKLASSE,CITROEN,C4,223,55000.0,,,,,,,,,,,,,183000.0,741272
2020,September,KOMPAKTKLASSE,DACIA,LOGAN,532,52000.0,,,,,,,,,,,,,74000.0,741273
2020,September,KOMPAKTKLASSE,DACIA,SANDERO,1167,46000.0,,,,,,,,,,,,,108000.0,741274
2020,September,KOMPAKTKLASSE,FIAT,TIPO,456,90000.0,,,,,,,,,,,,,321000.0,741275
2020,September,KOMPAKTKLASSE,FORD,FOCUS,4240,1927000.0,843000.0,843000.0,,843000.0,843000.0,,,,,,,,3040000.0,741276
2020,September,KOMPAKTKLASSE,HONDA,CIVIC,151,,,,,,,,,,,,,,69000.0,741277
2020,September,KOMPAKTKLASSE,HYUNDAI,I 30,2218,222000.0,168000.0,124000.0,44000.0,168000.0,124000.0,44000.0,,,,,,,1635000.0,741278
2020,September,KOMPAKTKLASSE,HYUNDAI,IONIQ,510,,333000.0,333000.0,,137000.0,137000.0,,196000.0,196000.0,,177000.0,,,314000.0,741279
2020,September,KOMPAKTKLASSE,KIA,CEED,2643,65000.0,794000.0,579000.0,215000.0,215000.0,,215000.0,579000.0,579000.0,,,,,1291000.0,741280
2020,September,KOMPAKTKLASSE,LEXUS,CT,21,,21000.0,21000.0,,21000.0,21000.0,,,,,,,,14000.0,741281
2020,September,KOMPAKTKLASSE,MAZDA,3,539,12000.0,527000.0,527000.0,,527000.0,527000.0,,,,,,14000.0,,306000.0,741282
2020,September,KOMPAKTKLASSE,MAZDA,MX-5,144,,,,,,,,,,,,,144000.0,69000.0,741283
2020,September,KOMPAKTKLASSE,MERCEDES,A-KLASSE,3830,541000.0,1404000.0,1404000.0,,,,,1404000.0,1404000.0,,,338000.0,,1998000.0,741284
2020,September,KOMPAKTKLASSE,NISSAN,LEAF,346,,,,,,,,,,,346000.0,,,229000.0,741285
2020,September,KOMPAKTKLASSE,OPEL,AMPERA,19,,,,,,,,,,,19000.0,,,10000.0,741286
2020,September,KOMPAKTKLASSE,OPEL,ASTRA,2690,682000.0,,,,,,,,,,,,,2223000.0,741287
2020,September,KOMPAKTKLASSE,PEUGEOT,308,505,234000.0,,,,,,,,,,,,,366000.0,741288
2020,September,KOMPAKTKLASSE,RENAULT,MEGANE,761,260000.0,93000.0,93000.0,,,,,93000.0,93000.0,,,,,706000.0,741289
2020,September,KOMPAKTKLASSE,SEAT,LEON,5062,543000.0,803000.0,803000.0,,803000.0,803000.0,,,,,,754000.0,,3528000.0,741290
2020,September,KOMPAKTKLASSE,SKODA,OCTAVIA,5333,3612000.0,,,,,,,,,,,167000.0,,4155000.0,741291
2020,September,KOMPAKTKLASSE,SKODA,SCALA,1583,323000.0,,,,,,,,,,,,,847000.0,741292
2020,September,KOMPAKTKLASSE,SUBARU,IMPREZA,29,,22000.0,22000.0,,22000.0,22000.0,,,,,,29000.0,,15000.0,741293
2020,September,KOMPAKTKLASSE,TOYOTA,COROLLA,1269,,1081000.0,1081000.0,,1081000.0,1081000.0,,,,,,,,722000.0,741294
2020,September,KOMPAKTKLASSE,TOYOTA,PRIUS,37,,37000.0,37000.0,,8000.0,8000.0,,29000.0,29000.0,,,,,16000.0,741295
2020,September,KOMPAKTKLASSE,VW,GOLF,11681,3626000.0,1736000.0,1736000.0,,1635000.0,1635000.0,,101000.0,101000.0,,1210000.0,38000.0,,9026000.0,741296
2020,September,KOMPAKTKLASSE,VW,ID.3,1771,,,,,,,,,,,1771000.0,2000.0,,1141000.0,741297
2020,September,MITTELKLASSE,ALFA ROMEO,GIULIA,100,20000.0,,,,,,,,,,,32000.0,,66000.0,741298
2020,September,MITTELKLASSE,AUDI,"A4, S4, RS4",2751,1121000.0,1556000.0,612000.0,944000.0,1556000.0,612000.0,944000.0,,,,,1018000.0,,2331000.0,741299
2020,September,MITTELKLASSE,AUDI,"A5, S5, RS5",670,280000.0,282000.0,181000.0,101000.0,282000.0,181000.0,101000.0,,,,,402000.0,121000.0,487000.0,741300
2020,September,MITTELKLASSE,BMW,3ER,2625,510000.0,1238000.0,269000.0,969000.0,969000.0,,969000.0,269000.0,269000.0,,,1091000.0,,2258000.0,741301
2020,September,MITTELKLASSE,BMW,4ER,285,94000.0,25000.0,22000.0,3000.0,25000.0,22000.0,3000.0,,,,,101000.0,36000.0,233000.0,741302
2020,September,MITTELKLASSE,CITROEN,C5,679,299000.0,143000.0,143000.0,,,,,143000.0,143000.0,,,,,534000.0,741303
2020,September,MITTELKLASSE,FORD,MONDEO,550,475000.0,70000.0,70000.0,,70000.0,70000.0,,,,,,61000.0,,516000.0,741304
2020,September,MITTELKLASSE,JAGUAR,XE,24,13000.0,,,,,,,,,,,7000.0,,17000.0,741305
2020,September,MITTELKLASSE,KIA,OPTIMA,20,,20000.0,20000.0,,,,,20000.0,20000.0,,,,,13000.0,741306
2020,September,MITTELKLASSE,KIA,STINGER,36,2000.0,,,,,,,,,,,33000.0,,26000.0,741307
2020,September,MITTELKLASSE,LEXUS,IS,22,,21000.0,21000.0,,21000.0,21000.0,,,,,,1000.0,,12000.0,741308
2020,September,MITTELKLASSE,LEXUS,RC,12,,12000.0,12000.0,,12000.0,12000.0,,,,,,,,7000.0,741309
2020,September,MITTELKLASSE,MAZDA,6,375,141000.0,,,,,,,,,,,5000.0,,282000.0,741310
2020,September,MITTELKLASSE,MERCEDES,C-KLASSE,3311,1371000.0,1175000.0,729000.0,446000.0,408000.0,408000.0,,767000.0,321000.0,446000.0,,465000.0,372000.0,2371000.0,741311
2020,September,MITTELKLASSE,MERCEDES,CLA-KLASSE,2002,398000.0,553000.0,553000.0,,,,,553000.0,553000.0,,,309000.0,,1144000.0,741312
2020,September,MITTELKLASSE,OPEL,INSIGNIA,396,208000.0,,,,,,,,,,,45000.0,,388000.0,741313
