DATE,MARKE,MODELL,MODELLREIHE,INSGESAMT,MIT DIESELANTRIEB,MIT HYBRIDANTRIEB,MIT ELEKTROANTRIEB,MIT ALLRADANTRIEB,CABRIOLETS
202504,ALFA ROMEO,GIULIA,ALFA ROMEO GIULIA,78.0,6.0,,,47.0,
202504,ALFA ROMEO,JUNIOR,ALFA ROMEO JUNIOR,360.0,,343.0,17.0,,
202504,ALFA ROMEO,STELVIO,ALFA ROMEO STELVIO,133.0,51.0,,,133.0,
202504,ALFA ROMEO,TONALE,ALFA ROMEO TONALE,89.0,7.0,82.0,,11.0,
202504,ALPINE,A110,ALPINE A110,28.0,,,,,
202504,ALPINE,A290,ALPINE A290,62.0,,,62.0,,
202504,ALPINE,SONSTIGE,ALPINE SONSTIGE,8.0,,,,,
202504,ASTON MARTIN,DBX,ASTON MARTIN DBX,4.0,,,,4.0,
202504,AUDI,A1,AUDI A1,861.0,,,,,
202504,AUDI,A3,AUDI A3,2444.0,281.0,1330.0,,630.0,
202504,AUDI,A4,AUDI A4,209.0,,185.0,,166.0,
202504,AUDI,A5,AUDI A5,1613.0,1.0,903.0,,758.0,19.0
202504,AUDI,A6,AUDI A6,3802.0,3.0,2373.0,1420.0,2501.0,
202504,AUDI,A7,AUDI A7,137.0,,137.0,,133.0,
202504,AUDI,A8,AUDI A8,96.0,,96.0,,96.0,
202504,AUDI,E-TRON GT,AUDI E-TRON GT,120.0,,,120.0,120.0,
202504,AUDI,Q2,AUDI Q2,872.0,100.0,,,120.0,
202504,AUDI,Q3,AUDI Q3,1372.0,445.0,,,464.0,
202504,AUDI,Q4,AUDI Q4,729.0,,,729.0,294.0,
202504,AUDI,Q5,AUDI Q5,899.0,2.0,889.0,,861.0,
202504,AUDI,Q6,AUDI Q6,1082.0,,,1082.0,593.0,
202504,AUDI,Q7,AUDI Q7,506.0,,434.0,,506.0,
202504,AUDI,Q8,AUDI Q8,704.0,,567.0,39.0,704.0,
202504,AUDI,R8,AUDI R8,8.0,,,,5.0,3.0
202504,AUDI,TT,AUDI TT,3.0,,,,2.0,2.0
202504,AUDI,SONSTIGE,AUDI SONSTIGE,52.0,16.0,10.0,,50.0,
202504,BENTLEY,BENTAYGA,BENTLEY BENTAYGA,11.0,,2.0,,11.0,
202504,BENTLEY,CONTINENTAL,BENTLEY CONTINENTAL,31.0,,29.0,,31.0,13.0
202504,BENTLEY,SONSTIGE,BENTLEY SONSTIGE,,,,,,
202504,BMW,1ER,BMW 1ER,2130.0,199.0,1558.0,,299.0,
202504,BMW,2ER,BMW 2ER,1434.0,90.0,701.0,,278.0,
202504,BMW,3ER,BMW 3ER,3093.0,,1883.0,,1565.0,
202504,BMW,4ER,BMW 4ER,2341.0,,682.0,1042.0,1259.0,522.0
202504,BMW,5ER,BMW 5ER,3274.0,,2504.0,770.0,2042.0,
202504,BMW,7ER,BMW 7ER,140.0,,86.0,54.0,115.0,
202504,BMW,8ER,BMW 8ER,84.0,,20.0,,77.0,34.0
202504,BMW,I8,BMW I8,,,,,,
202504,BMW,IX,BMW IX,359.0,,,359.0,359.0,
202504,BMW,X1,BMW X1,4464.0,257.0,2251.0,1497.0,2249.0,
202504,BMW,X2,BMW X2,722.0,17.0,412.0,193.0,392.0,
202504,BMW,X3,BMW X3,1852.0,1.0,1600.0,236.0,1616.0,
202504,BMW,X4,BMW X4,319.0,,273.0,,319.0,
202504,BMW,X5,BMW X5,1060.0,1.0,1058.0,,1060.0,
202504,BMW,X6,BMW X6,269.0,,266.0,,268.0,
202504,BMW,X7,BMW X7,297.0,,290.0,,297.0,
202504,BMW,XM,BMW XM,73.0,,73.0,,73.0,
202504,BMW,Z4,BMW Z4,522.0,,,,,522.0
202504,BMW,SONSTIGE,BMW SONSTIGE,107.0,6.0,22.0,,104.0,
202504,BYD,ATTO 2,BYD ATTO 2,262.0,,,262.0,,
202504,BYD,ATTO 3,BYD ATTO 3,64.0,,,64.0,,
202504,BYD,DOLPHIN,BYD DOLPHIN,104.0,,,104.0,,
202504,BYD,SEAL,BYD SEAL,144.0,,,144.0,41.0,
202504,BYD,SEAL U,BYD SEAL U,785.0,,517.0,268.0,133.0,
202504,BYD,SEALION 7,BYD SEALION 7,172.0,,,172.0,111.0,
202504,BYD,TANG,BYD TANG,35.0,,,35.0,35.0,
202504,BYD,SONSTIGE,BYD SONSTIGE,,,,,,
202504,CADILLAC,ESCALADE,CADILLAC ESCALADE,9.0,,,,9.0,
202504,CADILLAC,XT4,CADILLAC XT4,,,,,,
202504,CHERY,SONSTIGE,CHERY SONSTIGE,4.0,,,4.0,4.0,
202504,CITROEN,BERLINGO,CITROEN BERLINGO,192.0,155.0,,11.0,,
202504,CITROEN,C3,CITROEN C3,1813.0,,14.0,394.0,,
202504,CITROEN,C4,CITROEN C4,576.0,5.0,445.0,33.0,,
202504,CITROEN,C5,CITROEN C5,397.0,124.0,270.0,,,
202504,CITROEN,JUMPER,CITROEN JUMPER,1142.0,1131.0,,,5.0,
202504,CITROEN,JUMPY,CITROEN JUMPY,480.0,468.0,,11.0,1.0,
202504,CITROEN,SAXO,CITROEN SAXO,1.0,,,,,
202504,CITROEN,SONSTIGE,CITROEN SONSTIGE,1.0,1.0,,,,
202504,DACIA,BIGSTER,DACIA BIGSTER,657.0,,657.0,,94.0,
202504,DACIA,DUSTER,DACIA DUSTER,1106.0,,1001.0,,279.0,
202504,DACIA,JOGGER,DACIA JOGGER,1056.0,,222.0,,,
202504,DACIA,LOGAN,DACIA LOGAN,7.0,,,,,
202504,DACIA,SANDERO,DACIA SANDERO,1990.0,,,,1.0,
202504,DACIA,SPRING,DACIA SPRING,306.0,,,306.0,,
202504,DACIA,SONSTIGE,DACIA SONSTIGE,,,,,,
202504,DAF TRUCKS,XF,DAF TRUCKS XF,1.0,1.0,,,,
202504,DS,3,DS 3,13.0,,11.0,1.0,,
202504,DS,4,DS 4,43.0,37.0,5.0,,,
202504,DS,7,DS 7,155.0,145.0,10.0,,4.0,
202504,DS,9,DS 9,8.0,,8.0,,3.0,
202504,FERRARI,12CILINDRI,FERRARI 12CILINDRI,28.0,,,,,3.0
202504,FERRARI,296,FERRARI 296,60.0,,60.0,,,53.0
202504,FERRARI,F8,FERRARI F8,,,,,,
202504,FERRARI,PUROSANGUE,FERRARI PUROSANGUE,35.0,,,,35.0,
202504,FERRARI,ROMA,FERRARI ROMA,29.0,,,,,29.0
202504,FERRARI,SF90,FERRARI SF90,27.0,,26.0,,27.0,24.0
202504,FERRARI,SONSTIGE,FERRARI SONSTIGE,2.0,,,,,1.0
202504,FIAT,500,FIAT 500,1045.0,,,1045.0,,
202504,FIAT,600,FIAT 600,722.0,,681.0,41.0,,
202504,FIAT,DOBLO,FIAT DOBLO,1.0,,,1.0,,
202504,FIAT,DUCATO,FIAT DUCATO,4752.0,4737.0,,,45.0,
202504,FIAT,PANDA,FIAT PANDA,242.0,,95.0,147.0,,
202504,FIAT,SCUDO,FIAT SCUDO,2.0,2.0,,,,
202504,FIAT,TIPO,FIAT TIPO,31.0,31.0,,,,
202504,FIAT,ULYSSE,FIAT ULYSSE,3.0,3.0,,,1.0,
202504,FIAT,SONSTIGE,FIAT SONSTIGE,1.0,1.0,,,,
202504,FISKER,OCEAN,FISKER OCEAN,,,,,,
202504,FORD,CAPRI,FORD CAPRI,224.0,,,224.0,62.0,
202504,FORD,ECOSPORT,FORD ECOSPORT,,,,,,
202504,FORD,EXPLORER,FORD EXPLORER,955.0,,3.0,952.0,142.0,
202504,FORD,FIESTA,FORD FIESTA,,,,,,
202504,FORD,FOCUS,FORD FOCUS,1777.0,614.0,958.0,,,
202504,FORD,KUGA,FORD KUGA,1181.0,,995.0,,127.0,
202504,FORD,MONDEO,FORD MONDEO,,,,,,
202504,FORD,MUSTANG,FORD MUSTANG,109.0,,,,,33.0
202504,FORD,MUSTANG MACH-E,FORD MUSTANG MACH-E,25.0,,,25.0,8.0,
202504,FORD,PUMA,FORD PUMA,1291.0,,965.0,321.0,,
202504,FORD,TRANSIT CONNECT,FORD TRANSIT CONNECT,337.0,164.0,79.0,,23.0,
202504,FORD,TRANSIT COURIER,FORD TRANSIT COURIER,354.0,,,19.0,,
202504,FORD,TRANSIT CUSTOM,FORD TRANSIT CUSTOM,2086.0,1644.0,366.0,70.0,381.0,
202504,FORD,"TRANSIT, TOURNEO","FORD TRANSIT, TOURNEO",1175.0,1172.0,,,69.0,
202504,FORD,SONSTIGE,FORD SONSTIGE,20.0,15.0,,4.0,4.0,1.0
202504,GWM,ORA 03,GWM ORA 03,86.0,,,86.0,,
202504,GWM,ORA 07,GWM ORA 07,2.0,,,2.0,,
202504,GWM,WEY 03,GWM WEY 03,14.0,,14.0,,,
202504,GWM,WEY 05,GWM WEY 05,31.0,,31.0,,31.0,
202504,HONDA,CIVIC,HONDA CIVIC,66.0,,54.0,,,
202504,HONDA,CR-V,HONDA CR-V,209.0,,209.0,,100.0,
202504,HONDA,E:NY1,HONDA E:NY1,3.0,,,3.0,,
202504,HONDA,HR-V,HONDA HR-V,121.0,,121.0,,,
202504,HONDA,JAZZ,HONDA JAZZ,166.0,,166.0,,,
202504,HONDA,ZR-V,HONDA ZR-V,69.0,,69.0,,,
202504,HONDA,SONSTIGE,HONDA SONSTIGE,,,,,,
202504,HYUNDAI,BAYON,HYUNDAI BAYON,228.0,,3.0,,,
202504,HYUNDAI,G70,HYUNDAI G70,11.0,,,,8.0,
202504,HYUNDAI,G80,HYUNDAI G80,5.0,,,,5.0,
202504,HYUNDAI,G90,HYUNDAI G90,12.0,,12.0,,12.0,
202504,HYUNDAI,GV60,HYUNDAI GV60,8.0,,,8.0,7.0,
202504,HYUNDAI,GV70,HYUNDAI GV70,67.0,20.0,,9.0,67.0,
202504,HYUNDAI,GV80,HYUNDAI GV80,4.0,,,,4.0,
202504,HYUNDAI,I 10,HYUNDAI I 10,1231.0,,,,,
202504,HYUNDAI,I 20,HYUNDAI I 20,928.0,,2.0,,,
202504,HYUNDAI,I 30,HYUNDAI I 30,691.0,,503.0,,,
202504,HYUNDAI,INSTER,HYUNDAI INSTER,1043.0,,,1043.0,,
202504,HYUNDAI,IONIQ5,HYUNDAI IONIQ5,593.0,,,593.0,188.0,
202504,HYUNDAI,IONIQ6,HYUNDAI IONIQ6,103.0,,,103.0,45.0,
202504,HYUNDAI,KONA,HYUNDAI KONA,1346.0,,217.0,715.0,45.0,
202504,HYUNDAI,SANTA FE,HYUNDAI SANTA FE,155.0,,155.0,,144.0,
202504,HYUNDAI,STARIA,HYUNDAI STARIA,102.0,1.0,101.0,,1.0,
202504,HYUNDAI,TUCSON,HYUNDAI TUCSON,1711.0,,1637.0,,502.0,
202504,HYUNDAI,"XG 25, 30, 250, 350","HYUNDAI XG 25, 30, 250, 350",,,,,,
202504,HYUNDAI,SONSTIGE,HYUNDAI SONSTIGE,1.0,,,,,
202504,INEOS,GRENADIER,INEOS GRENADIER,35.0,24.0,,,35.0,
202504,IVECO,DAILY,IVECO DAILY,112.0,112.0,,,3.0,
202504,IVECO,EUROCARGO,IVECO EUROCARGO,1.0,1.0,,,,
202504,IVECO,SONSTIGE,IVECO SONSTIGE,1.0,1.0,,,,
202504,JAGUAR,E-PACE,JAGUAR E-PACE,,,,,,
202504,JAGUAR,F-PACE,JAGUAR F-PACE,9.0,,9.0,,9.0,
202504,JAGUAR,F-TYPE,JAGUAR F-TYPE,,,,,,
202504,JAGUAR,XE,JAGUAR XE,2.0,,,,1.0,
202504,JEEP,AVENGER,JEEP AVENGER,442.0,,236.0,29.0,,
202504,JEEP,COMPASS,JEEP COMPASS,358.0,,358.0,,28.0,
202504,JEEP,GRAND CHEROKEE,JEEP GRAND CHEROKEE,6.0,,6.0,,6.0,
202504,JEEP,RENEGADE,JEEP RENEGADE,81.0,,81.0,,16.0,
202504,JEEP,WRANGLER,JEEP WRANGLER,96.0,,7.0,,96.0,3.0
202504,KGM,ACTYON,KGM ACTYON,31.0,,,,7.0,
202504,KGM,KORANDO,KGM KORANDO,23.0,,,2.0,2.0,
202504,KGM,REXTON,KGM REXTON,22.0,22.0,,,22.0,
202504,KGM,TIVOLI,KGM TIVOLI,41.0,,,,3.0,
202504,KGM,TORRES,KGM TORRES,30.0,,,5.0,1.0,
202504,KIA,CEED,KIA CEED,1763.0,,421.0,,,
202504,KIA,CERATO,KIA CERATO,,,,,,
202504,KIA,EV3,KIA EV3,933.0,,,933.0,,
202504,KIA,EV6,KIA EV6,287.0,,,287.0,153.0,
202504,KIA,EV9,KIA EV9,126.0,,,126.0,125.0,
202504,KIA,NIRO,KIA NIRO,270.0,,260.0,10.0,,
202504,KIA,PICANTO,KIA PICANTO,856.0,,,,,
202504,KIA,RIO,KIA RIO,3.0,,,3.0,,
202504,KIA,SORENTO,KIA SORENTO,135.0,88.0,47.0,,132.0,
202504,KIA,SOUL,KIA SOUL,2.0,,,2.0,,
202504,KIA,SPORTAGE,KIA SPORTAGE,1310.0,,1152.0,,375.0,
202504,KIA,STINGER,KIA STINGER,,,,,,
202504,KIA,STONIC,KIA STONIC,327.0,,127.0,,,
202504,KIA,SONSTIGE,KIA SONSTIGE,3.0,,,1.0,,
202504,LAMBORGHINI,URUS,LAMBORGHINI URUS,71.0,,33.0,,71.0,
202504,LAMBORGHINI,SONSTIGE,LAMBORGHINI SONSTIGE,47.0,,25.0,,34.0,8.0
202504,LANCIA,YPSILON,LANCIA YPSILON,,,,,,
202504,LAND ROVER,DEFENDER,LAND ROVER DEFENDER,466.0,,436.0,,466.0,
202504,LAND ROVER,DISCOVERY,LAND ROVER DISCOVERY,17.0,,17.0,,17.0,
202504,LAND ROVER,DISCOVERY SPORT,LAND ROVER DISCOVERY SPORT,65.0,,65.0,,65.0,
202504,LAND ROVER,RANGE ROVER,LAND ROVER RANGE ROVER,126.0,,126.0,,126.0,
202504,LAND ROVER,RANGE ROVER EVOQUE,LAND ROVER RANGE ROVER EVOQUE,242.0,,242.0,,236.0,
202504,LAND ROVER,RANGE ROVER SPORT,LAND ROVER RANGE ROVER SPORT,324.0,,324.0,,324.0,
202504,LAND ROVER,RANGE ROVER VELAR,LAND ROVER RANGE ROVER VELAR,149.0,,145.0,,149.0,
202504,LEAPMOTOR,C10,LEAPMOTOR C10,40.0,,32.0,8.0,,
202504,LEAPMOTOR,T03,LEAPMOTOR T03,274.0,,,274.0,,
202504,LEXUS,ES,LEXUS ES,25.0,,25.0,,,
202504,LEXUS,LBX,LEXUS LBX,101.0,,101.0,,6.0,
202504,LEXUS,LC,LEXUS LC,,,,,,
202504,LEXUS,LM,LEXUS LM,21.0,,19.0,,21.0,
202504,LEXUS,NX,LEXUS NX,94.0,,94.0,,86.0,
202504,LEXUS,RC,LEXUS RC,1.0,,,,,
202504,LEXUS,RX,LEXUS RX,67.0,,67.0,,67.0,
202504,LEXUS,RZ,LEXUS RZ,81.0,,,81.0,1.0,
202504,LEXUS,UX,LEXUS UX,74.0,,73.0,1.0,2.0,
202504,LOTUS,ELETRE,LOTUS ELETRE,11.0,,,11.0,11.0,
202504,LOTUS,EMEYA,LOTUS EMEYA,6.0,,,6.0,6.0,
202504,LOTUS,EMIRA,LOTUS EMIRA,10.0,,,,,
202504,LUCID,AIR,LUCID AIR,6.0,,,6.0,5.0,
202504,LYNK & CO,01,LYNK & CO 01,15.0,,15.0,,,
202504,LYNK & CO,02,LYNK & CO 02,3.0,,,3.0,,
202504,MAN,TGE,MAN TGE,125.0,125.0,,,18.0,
202504,MAN,TGL,MAN TGL,2.0,2.0,,,,
202504,MAN,TGM,MAN TGM,2.0,2.0,,,1.0,
202504,MAN,TGS,MAN TGS,1.0,1.0,,,,
202504,MAN,TGX,MAN TGX,,,,,,
202504,MAN,SONSTIGE,MAN SONSTIGE,,,,,,
202504,MASERATI,GHIBLI,MASERATI GHIBLI,3.0,,1.0,,1.0,
202504,MASERATI,GRANTURISMO,MASERATI GRANTURISMO,7.0,,,,7.0,4.0
202504,MASERATI,GRECALE,MASERATI GRECALE,72.0,,59.0,2.0,72.0,
202504,MASERATI,LEVANTE,MASERATI LEVANTE,10.0,,,,10.0,
202504,MASERATI,SONSTIGE,MASERATI SONSTIGE,4.0,,,,,2.0
202504,MAXUS,MIFA 9,MAXUS MIFA 9,17.0,,,17.0,,
202504,MAXUS,SONSTIGE,MAXUS SONSTIGE,7.0,,,7.0,,
202504,MAZDA,2,MAZDA 2,412.0,,403.0,,,
202504,MAZDA,3,MAZDA 3,371.0,,371.0,,2.0,
202504,MAZDA,6,MAZDA 6,32.0,,,,,
202504,MAZDA,CX-30,MAZDA CX-30,942.0,,942.0,,41.0,
202504,MAZDA,CX-5,MAZDA CX-5,173.0,18.0,155.0,,55.0,
202504,MAZDA,CX-60,MAZDA CX-60,741.0,,741.0,,714.0,
202504,MAZDA,CX-80,MAZDA CX-80,265.0,,265.0,,265.0,
202504,MAZDA,MX-30,MAZDA MX-30,25.0,,21.0,4.0,,
202504,MAZDA,MX-5,MAZDA MX-5,59.0,,,,,59.0
202504,MAZDA,SONSTIGE,MAZDA SONSTIGE,9.0,,,9.0,,
202504,MERCEDES,A-KLASSE,MERCEDES A-KLASSE,1480.0,225.0,1250.0,,146.0,
202504,MERCEDES,ACTROS,MERCEDES ACTROS,5.0,5.0,,,,
202504,MERCEDES,AMG GT,MERCEDES AMG GT,142.0,,58.0,,126.0,
202504,MERCEDES,AROCS,MERCEDES AROCS,,,,,,
202504,MERCEDES,ATEGO,MERCEDES ATEGO,1.0,1.0,,,1.0,
202504,MERCEDES,B-KLASSE,MERCEDES B-KLASSE,661.0,114.0,547.0,,47.0,
202504,MERCEDES,C-KLASSE,MERCEDES C-KLASSE,2702.0,,2702.0,,476.0,
202504,MERCEDES,CITAN,MERCEDES CITAN,454.0,148.0,,115.0,,
202504,MERCEDES,CLA-KLASSE,MERCEDES CLA-KLASSE,1224.0,166.0,912.0,76.0,235.0,
202504,MERCEDES,CLE,MERCEDES CLE,1244.0,,1244.0,,424.0,677.0
202504,MERCEDES,CLS,MERCEDES CLS,,,,,,
202504,MERCEDES,E-KLASSE,MERCEDES E-KLASSE,2759.0,3.0,2288.0,468.0,1227.0,
202504,MERCEDES,E-KLASSE COUPE,MERCEDES E-KLASSE COUPE,1.0,,1.0,,,
202504,MERCEDES,G-KLASSE,MERCEDES G-KLASSE,538.0,,428.0,102.0,538.0,
202504,MERCEDES,"GL-KLASSE, GLS","MERCEDES GL-KLASSE, GLS",153.0,,153.0,,153.0,
202504,MERCEDES,GLA,MERCEDES GLA,1657.0,163.0,722.0,762.0,386.0,
202504,MERCEDES,GLB,MERCEDES GLB,1301.0,288.0,244.0,769.0,395.0,
202504,MERCEDES,"GLK, GLC","MERCEDES GLK, GLC",2788.0,,2788.0,,2788.0,
202504,MERCEDES,"ML-KLASSE, GLE","MERCEDES ML-KLASSE, GLE",783.0,,783.0,,783.0,
202504,MERCEDES,S-KLASSE,MERCEDES S-KLASSE,380.0,,222.0,153.0,332.0,
202504,MERCEDES,SL,MERCEDES SL,95.0,,38.0,,71.0,95.0
202504,MERCEDES,SPRINTER,MERCEDES SPRINTER,1164.0,1149.0,,11.0,220.0,
202504,MERCEDES,UNIMOG,MERCEDES UNIMOG,,,,,,
202504,MERCEDES,V-KLASSE,MERCEDES V-KLASSE,1852.0,1673.0,26.0,153.0,869.0,
202504,MERCEDES,VITO,MERCEDES VITO,805.0,787.0,1.0,17.0,167.0,
202504,MERCEDES,SONSTIGE,MERCEDES SONSTIGE,7.0,2.0,5.0,,5.0,
202504,MG ROEWE,3,MG ROEWE 3,155.0,,117.0,,,
202504,MG ROEWE,4,MG ROEWE 4,859.0,,,859.0,,
202504,MG ROEWE,5,MG ROEWE 5,,,,,,
202504,MG ROEWE,CYBERSTER,MG ROEWE CYBERSTER,28.0,,,28.0,23.0,28.0
202504,MG ROEWE,MARVEL,MG ROEWE MARVEL,,,,,,
202504,MG ROEWE,RX6,MG ROEWE RX6,292.0,,151.0,,,
202504,MG ROEWE,ZS,MG ROEWE ZS,413.0,,359.0,5.0,,
202504,MINI,MINI,MINI MINI,2782.0,,219.0,1014.0,242.0,537.0
202504,MITSUBISHI,ASX,MITSUBISHI ASX,309.0,,243.0,,,
202504,MITSUBISHI,COLT,MITSUBISHI COLT,376.0,,81.0,,,
202504,MITSUBISHI,ECLIPSE CROSS,MITSUBISHI ECLIPSE CROSS,151.0,,151.0,,151.0,
202504,MITSUBISHI,"MIRAGE, SPACE STAR","MITSUBISHI MIRAGE, SPACE STAR",785.0,,,,,
202504,MITSUBISHI,OUTLANDER,MITSUBISHI OUTLANDER,207.0,,207.0,,206.0,
202504,MITSUBISHI,SONSTIGE,MITSUBISHI SONSTIGE,1.0,1.0,,,1.0,
202504,MORGAN,SONSTIGE,MORGAN SONSTIGE,8.0,,,,,8.0
202504,NIO,EL6,NIO EL6,3.0,,,3.0,3.0,
202504,NIO,EL7,NIO EL7,,,,,,
202504,NIO,ES8,NIO ES8,,,,,,
202504,NIO,ET5,NIO ET5,3.0,,,3.0,3.0,
202504,NIO,ET7,NIO ET7,11.0,,,11.0,11.0,
202504,NIO,SONSTIGE,NIO SONSTIGE,2.0,,,2.0,,
202504,NISSAN,ARIYA,NISSAN ARIYA,101.0,,,101.0,32.0,
202504,NISSAN,JUKE,NISSAN JUKE,699.0,,140.0,,,
202504,NISSAN,LEAF,NISSAN LEAF,,,,,,
202504,NISSAN,PRIMASTAR,NISSAN PRIMASTAR,254.0,254.0,,,1.0,
202504,NISSAN,QASHQAI,NISSAN QASHQAI,1204.0,,1199.0,,36.0,
202504,NISSAN,TOWNSTAR,NISSAN TOWNSTAR,230.0,,,13.0,,
202504,NISSAN,X-TRAIL,NISSAN X-TRAIL,308.0,,308.0,,137.0,
202504,NISSAN,SONSTIGE,NISSAN SONSTIGE,5.0,3.0,2.0,,,
202504,OPEL,ASTRA,OPEL ASTRA,3769.0,641.0,431.0,135.0,,
202504,OPEL,COMBO,OPEL COMBO,63.0,9.0,,52.0,,
202504,OPEL,CORSA,OPEL CORSA,4295.0,1.0,258.0,922.0,1.0,
202504,OPEL,CROSSLAND X,OPEL CROSSLAND X,16.0,1.0,,,,
202504,OPEL,FRONTERA,OPEL FRONTERA,525.0,,63.0,462.0,,
202504,OPEL,GRANDLAND X,OPEL GRANDLAND X,842.0,8.0,640.0,140.0,,
202504,OPEL,MOKKA,OPEL MOKKA,1825.0,,259.0,189.0,,
202504,OPEL,MOVANO,OPEL MOVANO,69.0,68.0,,1.0,,
202504,OPEL,VIVARO,OPEL VIVARO,4.0,4.0,,,,
202504,OPEL,ZAFIRA LIFE,OPEL ZAFIRA LIFE,78.0,53.0,,25.0,1.0,
202504,OPEL,SONSTIGE,OPEL SONSTIGE,,,,,,
202504,PEUGEOT,2008,PEUGEOT 2008,918.0,,549.0,59.0,,
202504,PEUGEOT,208,PEUGEOT 208,1623.0,,760.0,94.0,,
202504,PEUGEOT,3008,PEUGEOT 3008,620.0,,568.0,52.0,1.0,
202504,PEUGEOT,308,PEUGEOT 308,726.0,324.0,325.0,16.0,,
202504,PEUGEOT,408,PEUGEOT 408,352.0,,351.0,,,
202504,PEUGEOT,5008,PEUGEOT 5008,360.0,23.0,292.0,44.0,,
202504,PEUGEOT,508,PEUGEOT 508,4.0,,4.0,,,
202504,PEUGEOT,BOXER,PEUGEOT BOXER,317.0,316.0,,,1.0,
202504,PEUGEOT,EXPERT,PEUGEOT EXPERT,245.0,236.0,,9.0,1.0,
202504,PEUGEOT,RIFTER,PEUGEOT RIFTER,47.0,31.0,,16.0,,
202504,POLESTAR,2,POLESTAR 2,110.0,,,110.0,37.0,
202504,POLESTAR,3,POLESTAR 3,32.0,,,32.0,32.0,
202504,POLESTAR,4,POLESTAR 4,160.0,,,160.0,94.0,
202504,POLESTAR,SONSTIGE,POLESTAR SONSTIGE,1.0,,,1.0,1.0,
202504,PORSCHE,911,PORSCHE 911,1209.0,,467.0,,337.0,527.0
202504,PORSCHE,BOXSTER,PORSCHE BOXSTER,14.0,,,,,14.0
202504,PORSCHE,CAYENNE,PORSCHE CAYENNE,754.0,,500.0,,754.0,
202504,PORSCHE,CAYMAN,PORSCHE CAYMAN,83.0,,,,,
202504,PORSCHE,MACAN,PORSCHE MACAN,549.0,,,548.0,459.0,
202504,PORSCHE,PANAMERA,PORSCHE PANAMERA,212.0,,149.0,,210.0,
202504,PORSCHE,TAYCAN,PORSCHE TAYCAN,234.0,,,234.0,165.0,
202504,PORSCHE,SONSTIGE,PORSCHE SONSTIGE,99.0,,5.0,6.0,12.0,82.0
202504,RENAULT,ARKANA,RENAULT ARKANA,188.0,,188.0,,,
202504,RENAULT,AUSTRAL,RENAULT AUSTRAL,685.0,,685.0,,,
202504,RENAULT,CAPTUR,RENAULT CAPTUR,566.0,,409.0,,,
202504,RENAULT,CLIO,RENAULT CLIO,654.0,,222.0,,,
202504,RENAULT,ESPACE,RENAULT ESPACE,165.0,,165.0,,,
202504,RENAULT,KANGOO,RENAULT KANGOO,349.0,85.0,,22.0,,
202504,RENAULT,KOLEOS,RENAULT KOLEOS,1.0,1.0,,,1.0,
202504,RENAULT,MASTER,RENAULT MASTER,105.0,100.0,,,1.0,
202504,RENAULT,MEGANE,RENAULT MEGANE,26.0,6.0,,20.0,,
202504,RENAULT,R4,RENAULT R4,15.0,,,15.0,,
202504,RENAULT,R5,RENAULT R5,686.0,,,686.0,,
202504,RENAULT,RAFALE,RENAULT RAFALE,325.0,,325.0,,182.0,
202504,RENAULT,SCENIC,RENAULT SCENIC,105.0,,,105.0,,
202504,RENAULT,SYMBIOZ,RENAULT SYMBIOZ,250.0,,250.0,,,
202504,RENAULT,TRAFIC,RENAULT TRAFIC,113.0,112.0,,,4.0,
202504,RENAULT,TWINGO,RENAULT TWINGO,1.0,,,,,
202504,RENAULT,ZOE,RENAULT ZOE,,,,,,
202504,ROLLS ROYCE,CULLINAN,ROLLS ROYCE CULLINAN,,,,,,
202504,ROLLS ROYCE,SPECTRE,ROLLS ROYCE SPECTRE,5.0,,,5.0,5.0,
202504,ROLLS ROYCE,SONSTIGE,ROLLS ROYCE SONSTIGE,17.0,,,,16.0,
202504,SEAT,ARONA,SEAT ARONA,970.0,,,,,
202504,SEAT,ATECA,SEAT ATECA,1182.0,102.0,,,467.0,
202504,SEAT,BORN,SEAT BORN,1870.0,,,1870.0,,
202504,SEAT,FORMENTOR,SEAT FORMENTOR,2441.0,98.0,1601.0,,667.0,
202504,SEAT,IBIZA,SEAT IBIZA,1142.0,,,,,
202504,SEAT,LEON,SEAT LEON,3279.0,496.0,2071.0,,380.0,
202504,SEAT,TARRACO,SEAT TARRACO,7.0,3.0,4.0,,,
202504,SEAT,TAVASCAN,SEAT TAVASCAN,1326.0,,,1326.0,566.0,
202504,SEAT,TERRAMAR,SEAT TERRAMAR,1452.0,,1064.0,,388.0,
202504,SEAT,SONSTIGE,SEAT SONSTIGE,1.0,,1.0,,,
202504,SKODA,ELROQ,SKODA ELROQ,2402.0,,,2402.0,,
202504,SKODA,ENYAQ,SKODA ENYAQ,1814.0,,,1814.0,787.0,
202504,SKODA,FABIA,SKODA FABIA,2206.0,,,,,
202504,SKODA,KAMIQ,SKODA KAMIQ,2004.0,,,,,
202504,SKODA,KAROQ,SKODA KAROQ,2214.0,609.0,,,539.0,
202504,SKODA,KODIAQ,SKODA KODIAQ,2555.0,1408.0,901.0,,1207.0,
202504,SKODA,OCTAVIA,SKODA OCTAVIA,3574.0,1954.0,506.0,,29.0,
202504,SKODA,SCALA,SKODA SCALA,645.0,,,,,
202504,SKODA,SUPERB,SKODA SUPERB,1476.0,701.0,675.0,,382.0,
202504,SKODA,SONSTIGE,SKODA SONSTIGE,1.0,,,,,
202504,SMART,1,SMART 1,162.0,,,162.0,94.0,
